Sex,Single Year of Age,Carlow County Council,Cavan County Council,Clare County Council,Cork City Council,Cork County Council,Donegal County Council,Dublin City Council,Dún Laoghaire Rathdown County Council,Fingal County Council,Galway City Council,Galway County Council,Ireland,Kerry County Council,Kildare County Council,Kilkenny County Council,Laois County Council,Leitrim County Council,Limerick City & County Council,Longford County Council,Louth County Council,Mayo  County Council,Meath County Council,Monaghan County Council,Offaly County Council,Roscommon County Council,Sligo County Council,South Dublin County Council,Tipperary County Council,Waterford City & County Council,Westmeath County Council,Wexford County Council,Wicklow County Council
Male,63,326.0,420.0,782.0,1092.0,1885.0,926.0,2626.0,1109.0,1302.0,328.0,1031.0,25884.0,983.0,1115.0,574.0,482.0,228.0,1149.0,226.0,659.0,890.0,979.0,302.0,432.0,436.0,403.0,1309.0,939.0,699.0,498.0,929.0,825.0
Male,64,287.0,430.0,712.0,1069.0,1862.0,903.0,2456.0,1092.0,1241.0,321.0,1096.0,25127.0,943.0,1031.0,593.0,450.0,206.0,1132.0,216.0,650.0,874.0,933.0,363.0,406.0,430.0,401.0,1277.0,997.0,643.0,483.0,870.0,760.0
Male,65,322.0,457.0,691.0,1061.0,1837.0,945.0,2456.0,1033.0,1247.0,303.0,1055.0,24900.0,975.0,1073.0,511.0,458.0,216.0,1051.0,214.0,627.0,853.0,893.0,338.0,470.0,423.0,410.0,1197.0,960.0,690.0,502.0,904.0,728.0
Male,66,283.0,383.0,647.0,915.0,1798.0,894.0,2204.0,1027.0,1090.0,288.0,1034.0,23759.0,936.0,968.0,564.0,404.0,229.0,1093.0,217.0,658.0,866.0,914.0,358.0,413.0,412.0,363.0,1204.0,948.0,619.0,473.0,817.0,740.0
Male,67,271.0,419.0,672.0,976.0,1683.0,905.0,2194.0,974.0,1075.0,313.0,1019.0,23627.0,945.0,1028.0,546.0,401.0,194.0,998.0,229.0,630.0,844.0,882.0,325.0,406.0,419.0,390.0,1228.0,908.0,692.0,457.0,894.0,710.0
Male,68,291.0,381.0,637.0,886.0,1727.0,867.0,2065.0,970.0,1077.0,287.0,926.0,22502.0,857.0,909.0,550.0,368.0,213.0,998.0,243.0,591.0,803.0,861.0,322.0,337.0,401.0,358.0,1145.0,915.0,618.0,421.0,785.0,693.0
Male,69,276.0,358.0,673.0,888.0,1713.0,889.0,2147.0,976.0,1127.0,324.0,990.0,22594.0,834.0,947.0,490.0,382.0,201.0,1043.0,212.0,536.0,791.0,788.0,321.0,409.0,406.0,371.0,1154.0,875.0,578.0,424.0,818.0,653.0
Male,70,277.0,348.0,604.0,890.0,1607.0,837.0,1930.0,927.0,1031.0,262.0,863.0,21253.0,881.0,845.0,471.0,371.0,191.0,960.0,244.0,545.0,727.0,726.0,281.0,369.0,395.0,333.0,1148.0,805.0,572.0,391.0,788.0,634.0
Male,71,238.0,340.0,596.0,813.0,1518.0,772.0,1863.0,861.0,953.0,248.0,855.0,20449.0,838.0,824.0,410.0,353.0,200.0,908.0,199.0,488.0,805.0,767.0,291.0,357.0,355.0,386.0,1112.0,780.0,547.0,374.0,767.0,631.0
Male,72,248.0,363.0,605.0,844.0,1482.0,763.0,1821.0,803.0,959.0,224.0,852.0,19965.0,782.0,785.0,471.0,315.0,191.0,886.0,202.0,523.0,745.0,743.0,291.0,321.0,291.0,345.0,1107.0,789.0,505.0,367.0,747.0,595.0
Male,73,233.0,322.0,542.0,759.0,1432.0,755.0,1731.0,826.0,888.0,262.0,852.0,19121.0,760.0,773.0,421.0,277.0,155.0,893.0,193.0,462.0,699.0,707.0,275.0,328.0,319.0,345.0,994.0,724.0,509.0,387.0,656.0,642.0
Male,74,246.0,308.0,540.0,713.0,1413.0,750.0,1710.0,825.0,854.0,223.0,819.0,18493.0,758.0,728.0,477.0,289.0,141.0,785.0,192.0,468.0,723.0,647.0,242.0,328.0,318.0,313.0,965.0,700.0,500.0,313.0,654.0,551.0
Male,75,207.0,287.0,507.0,752.0,1317.0,732.0,1620.0,793.0,793.0,224.0,731.0,17473.0,705.0,735.0,392.0,275.0,154.0,738.0,164.0,440.0,683.0,621.0,253.0,289.0,284.0,270.0,825.0,626.0,546.0,290.0,644.0,576.0
Male,76,201.0,254.0,478.0,697.0,1149.0,663.0,1476.0,757.0,781.0,228.0,677.0,16094.0,686.0,653.0,315.0,251.0,140.0,692.0,172.0,415.0,577.0,553.0,214.0,272.0,297.0,270.0,828.0,627.0,427.0,286.0,563.0,495.0
Male,77,184.0,224.0,442.0,629.0,1101.0,594.0,1310.0,716.0,692.0,179.0,597.0,14601.0,593.0,580.0,360.0,235.0,137.0,609.0,136.0,345.0,512.0,524.0,186.0,248.0,237.0,234.0,717.0,581.0,413.0,290.0,523.0,473.0
Male,78,156.0,216.0,416.0,530.0,971.0,553.0,1265.0,684.0,616.0,165.0,567.0,13392.0,520.0,506.0,303.0,218.0,110.0,584.0,140.0,389.0,483.0,486.0,182.0,208.0,230.0,218.0,611.0,520.0,350.0,248.0,509.0,438.0
Male,79,168.0,197.0,314.0,477.0,851.0,502.0,1220.0,655.0,566.0,155.0,499.0,12166.0,500.0,469.0,270.0,178.0,100.0,559.0,109.0,291.0,428.0,392.0,199.0,213.0,219.0,222.0,535.0,486.0,349.0,206.0,445.0,392.0
Male,80,116.0,175.0,295.0,516.0,790.0,456.0,1034.0,591.0,478.0,150.0,499.0,10674.0,372.0,373.0,249.0,155.0,82.0,431.0,92.0,272.0,407.0,372.0,117.0,158.0,171.0,176.0,472.0,383.0,321.0,202.0,435.0,334.0
Male,81,117.0,167.0,271.0,421.0,634.0,399.0,922.0,528.0,420.0,105.0,441.0,9470.0,395.0,301.0,229.0,146.0,70.0,421.0,92.0,264.0,349.0,326.0,100.0,146.0,151.0,163.0,434.0,355.0,276.0,187.0,367.0,273.0
Male,82,109.0,127.0,239.0,393.0,622.0,365.0,919.0,563.0,410.0,100.0,395.0,8779.0,340.0,274.0,174.0,121.0,88.0,380.0,80.0,223.0,289.0,293.0,123.0,159.0,147.0,138.0,410.0,333.0,246.0,141.0,312.0,266.0
Male,83,101.0,136.0,222.0,332.0,528.0,340.0,846.0,462.0,312.0,117.0,365.0,7900.0,270.0,230.0,173.0,115.0,73.0,364.0,68.0,215.0,275.0,264.0,104.0,134.0,150.0,133.0,343.0,304.0,233.0,146.0,296.0,249.0
Male,84,87.0,107.0,187.0,309.0,461.0,272.0,739.0,410.0,277.0,88.0,297.0,6765.0,276.0,218.0,159.0,106.0,57.0,278.0,66.0,194.0,232.0,204.0,94.0,105.0,119.0,110.0,290.0,272.0,167.0,116.0,254.0,214.0
Male,85,64.0,108.0,174.0,252.0,457.0,234.0,677.0,367.0,246.0,81.0,266.0,6154.0,244.0,206.0,126.0,84.0,53.0,259.0,65.0,143.0,219.0,200.0,79.0,127.0,109.0,114.0,250.0,243.0,183.0,130.0,216.0,178.0
Male,86,73.0,98.0,158.0,236.0,412.0,168.0,574.0,335.0,207.0,71.0,235.0,5370.0,179.0,153.0,118.0,81.0,38.0,235.0,61.0,125.0,204.0,186.0,72.0,94.0,106.0,92.0,226.0,210.0,168.0,111.0,183.0,161.0
Male,87,57.0,75.0,113.0,219.0,336.0,177.0,509.0,288.0,185.0,52.0,195.0,4515.0,164.0,140.0,107.0,65.0,50.0,191.0,37.0,90.0,155.0,142.0,63.0,73.0,92.0,91.0,203.0,161.0,130.0,99.0,140.0,116.0
Male,88,37.0,83.0,114.0,163.0,263.0,131.0,444.0,256.0,105.0,66.0,176.0,3771.0,139.0,101.0,77.0,52.0,34.0,148.0,42.0,101.0,154.0,111.0,52.0,72.0,75.0,68.0,138.0,145.0,108.0,69.0,153.0,94.0
Male,89,32.0,55.0,75.0,133.0,209.0,138.0,354.0,194.0,141.0,42.0,137.0,3036.0,87.0,82.0,73.0,32.0,17.0,115.0,31.0,67.0,112.0,81.0,56.0,58.0,49.0,53.0,131.0,141.0,77.0,53.0,98.0,113.0
Male,90,17.0,39.0,68.0,113.0,193.0,94.0,271.0,181.0,85.0,34.0,111.0,2444.0,81.0,72.0,49.0,26.0,28.0,93.0,17.0,57.0,99.0,67.0,32.0,44.0,49.0,45.0,121.0,99.0,78.0,39.0,78.0,64.0
Male,91,27.0,36.0,49.0,95.0,148.0,71.0,244.0,128.0,58.0,34.0,74.0,1950.0,76.0,51.0,45.0,40.0,21.0,69.0,11.0,37.0,69.0,56.0,19.0,29.0,40.0,30.0,91.0,80.0,63.0,36.0,62.0,61.0
Male,92,14.0,15.0,28.0,60.0,93.0,54.0,169.0,93.0,42.0,19.0,59.0,1297.0,40.0,41.0,25.0,17.0,12.0,47.0,7.0,34.0,44.0,41.0,22.0,25.0,22.0,16.0,50.0,68.0,33.0,29.0,45.0,33.0
Male,93,4.0,15.0,20.0,38.0,64.0,41.0,125.0,68.0,38.0,10.0,38.0,937.0,35.0,33.0,21.0,17.0,10.0,34.0,6.0,25.0,29.0,34.0,16.0,9.0,20.0,16.0,31.0,45.0,25.0,16.0,34.0,20.0
Male,94,6.0,12.0,14.0,17.0,43.0,26.0,98.0,65.0,24.0,9.0,39.0,718.0,22.0,25.0,19.0,8.0,8.0,24.0,7.0,11.0,28.0,20.0,9.0,20.0,23.0,12.0,28.0,28.0,17.0,11.0,22.0,23.0
Male,95,2.0,8.0,13.0,19.0,37.0,28.0,71.0,40.0,14.0,4.0,29.0,482.0,10.0,14.0,8.0,5.0,7.0,18.0,1.0,11.0,12.0,19.0,1.0,8.0,8.0,5.0,23.0,21.0,4.0,12.0,15.0,15.0
Male,96,3.0,7.0,12.0,11.0,18.0,14.0,58.0,34.0,16.0,3.0,7.0,327.0,9.0,8.0,9.0,1.0,0.0,14.0,3.0,5.0,10.0,9.0,3.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,9.0,12.0
Male,97,2.0,3.0,11.0,11.0,16.0,6.0,28.0,14.0,11.0,2.0,8.0,217.0,13.0,7.0,5.0,2.0,3.0,9.0,2.0,5.0,10.0,6.0,0.0,3.0,1.0,4.0,9.0,6.0,5.0,5.0,6.0,4.0
Male,98,2.0,1.0,3.0,3.0,7.0,4.0,24.0,10.0,3.0,1.0,5.0,130.0,4.0,3.0,2.0,4.0,1.0,9.0,0.0,3.0,9.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0
Male,99,1.0,0.0,3.0,4.0,8.0,5.0,15.0,6.0,2.0,3.0,6.0,105.0,3.0,1.0,4.0,0.0,0.0,6.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,7.0,5.0,4.0,3.0,6.0,1.0
Male,100,0.0,6.0,3.0,6.0,11.0,2.0,20.0,13.0,4.0,3.0,16.0,154.0,2.0,6.0,6.0,0.0,0.0,7.0,1.0,5.0,6.0,4.0,1.0,1.0,5.0,3.0,7.0,4.0,4.0,3.0,2.0,3.0
